area	attacker	defender	battle_type	battle_path	battle_group	required_tile_upgrades
wh3_main_macro_cth_wasteland_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_dar_crater	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_dar_mountains	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_dar_mountains_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_dar_plains	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_dar_river_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_emp_coast	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_emp_forest	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_emp_forest_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_emp_grasslands	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_emp_grasslands_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_island_desert	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_island_grassy	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_island_rocky	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_island_snow	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_island_tropical	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_kho_realm	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_kho_realm_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_ksl_macro_mountains	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_ksl_macro_plains	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_ksl_macro_troll_country	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_ksl_mountains_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_ksl_plains_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_ksl_river	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_ksl_troll_country_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_nor_hills_forests	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_nor_hills_forests_inital_battle	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_nor_mountains	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_nor_river_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_nur_realm	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
wh3_main_macro_nur_realm_chokepoint	*	*	land_normal	wh3_main_combi_map	dyn_dis_chaos_invasion_realm_battle_kho	dyn_dis_chaos_invasion_realm_battle_kho
